code_type,code_version,codes,Description,bill_type,cancer_type,cancer,net,newly_identified
DIAG,ICD10,V625XXS,"Driver of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V626,Passenger in heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident,0.0,,N,,
DIAG,ICD9,V626,Refusal of treatment for reasons of religion or conscience,1.0,,N,,
DIAG,ICD10,V626XXA,"Passenger in heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V626XXD,"Passenger in heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V626XXS,"Passenger in heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V627,Person on outside of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident,0.0,,N,,
DIAG,ICD10,V627XXA,"Person on outside of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V627XXD,"Person on outside of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V627XXS,"Person on outside of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela",1.0,,N,,
DIAG,ICD9,V628,Other psychological or physical stress not elsewhere classified,0.0,,N,,
DIAG,ICD9,V6281,"Interpersonal problems, not elsewhere classified",1.0,,N,,
DIAG,ICD9,V6282,"Bereavement, uncomplicated",1.0,,N,,
DIAG,ICD9,V6283,Counseling for perpetrator of physical/sexual abuse,1.0,,N,,
DIAG,ICD9,V6284,Suicidal ideation,1.0,,N,,
DIAG,ICD9,V6285,Homicidal ideation,1.0,,N,,
DIAG,ICD9,V6289,"Other psychological or physical stress, not elsewhere classified",1.0,,N,,
DIAG,ICD10,V629,Unspecified occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident,0.0,,N,,
DIAG,ICD9,V629,Unspecified psychosocial circumstance,1.0,,N,,
DIAG,ICD10,V629XXA,"Unspecified occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V629XXD,"Unspecified occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V629XXS,"Unspecified occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V63,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van",0.0,,N,,
DIAG,ICD9,V63,Unavailability of other medical facilities for care,0.0,,N,,
DIAG,ICD10,V630,"Driver of heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident",0.0,,N,,
DIAG,ICD9,V630,Residence remote from hospital or other health care facility,1.0,,N,,
DIAG,ICD10,V630XXA,"Driver of heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V630XXD,"Driver of heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V630XXS,"Driver of heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V631,"Passenger in heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident",0.0,,N,,
DIAG,ICD9,V631,Medical services in home not available,1.0,,N,,
DIAG,ICD10,V631XXA,"Passenger in heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V631XXD,"Passenger in heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V631XXS,"Passenger in heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V632,"Person on outside of heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident",0.0,,N,,
DIAG,ICD9,V632,Person awaiting admission to adequate facility elsewhere,1.0,,N,,
DIAG,ICD10,V632XXA,"Person on outside of heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V632XXD,"Person on outside of heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V632XXS,"Person on outside of heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V633,"Unspecified occupant of heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident",0.0,,N,,
DIAG,ICD10,V633XXA,"Unspecified occupant of heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V633XXD,"Unspecified occupant of heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V633XXS,"Unspecified occupant of heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V634,"Person boarding or alighting a heavy transport vehicle injured in collision with car, pick-up truck or van",0.0,,N,,
DIAG,ICD10,V634XXA,"Person boarding or alighting a heavy transport vehicle injured in collision with car, pick-up truck or van, initial encounter",1.0,,N,,
DIAG,ICD10,V634XXD,"Person boarding or alighting a heavy transport vehicle injured in collision with car, pick-up truck or van, subsequent encounter",1.0,,N,,
DIAG,ICD10,V634XXS,"Person boarding or alighting a heavy transport vehicle injured in collision with car, pick-up truck or van, sequela",1.0,,N,,
DIAG,ICD10,V635,"Driver of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident",0.0,,N,,
DIAG,ICD10,V635XXA,"Driver of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V635XXD,"Driver of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V635XXS,"Driver of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V636,"Passenger in heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident",0.0,,N,,
DIAG,ICD10,V636XXA,"Passenger in heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V636XXD,"Passenger in heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V636XXS,"Passenger in heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V637,"Person on outside of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident",0.0,,N,,
DIAG,ICD10,V637XXA,"Person on outside of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V637XXD,"Person on outside of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V637XXS,"Person on outside of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, sequela",1.0,,N,,
DIAG,ICD9,V638,Other specified reasons for unavailability of medical facilities,1.0,,N,,
DIAG,ICD10,V639,"Unspecified occupant of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident",0.0,,N,,
DIAG,ICD9,V639,Unspecified reason for unavailability of medical facilities,1.0,,N,,
DIAG,ICD10,V639XXA,"Unspecified occupant of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V639XXD,"Unspecified occupant of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V639XXS,"Unspecified occupant of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V64,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus,0.0,,N,,
DIAG,ICD9,V64,Persons encountering health services for specific procedures not carried out,0.0,,N,,
DIAG,ICD10,V640,Driver of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident,0.0,,N,,
DIAG,ICD9,V640,Vaccination not carried out,0.0,,N,,
DIAG,ICD9,V6400,"Vaccination not carried out, unspecified reason",1.0,,N,,
DIAG,ICD9,V6401,Vaccination not carried out because of acute illness,1.0,,N,,
DIAG,ICD9,V6402,Vaccination not carried out because of chronic illness or condition,1.0,,N,,
DIAG,ICD9,V6403,Vaccination not carried out because of immune compromised state,1.0,,N,,
DIAG,ICD9,V6404,Vaccination not carried out because of allergy to vaccine or component,1.0,,N,,
DIAG,ICD9,V6405,Vaccination not carried out because of caregiver refusal,1.0,,N,,
DIAG,ICD9,V6406,Vaccination not carried out because of patient refusal,1.0,,N,,
DIAG,ICD9,V6407,Vaccination not carried out for religious reasons,1.0,,N,,
DIAG,ICD9,V6408,Vaccination not carried out because patient had disease being vaccinated against,1.0,,N,,
DIAG,ICD9,V6409,Vaccination not carried out for other reason,1.0,,N,,
DIAG,ICD10,V640XXA,"Driver of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V640XXD,"Driver of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V640XXS,"Driver of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V641,Passenger in heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident,0.0,,N,,
DIAG,ICD9,V641,Surgical or other procedure not carried out because of contraindication,1.0,,N,,
DIAG,ICD10,V641XXA,"Passenger in heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V641XXD,"Passenger in heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V641XXS,"Passenger in heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V642,Person on outside of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident,0.0,,N,,
DIAG,ICD9,V642,Surgical or other procedure not carried out because of patient's decision,1.0,,N,,
DIAG,ICD10,V642XXA,"Person on outside of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V642XXD,"Person on outside of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V642XXS,"Person on outside of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V643,Unspecified occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident,0.0,,N,,
DIAG,ICD9,V643,Procedure not carried out for other reasons,1.0,,N,,
DIAG,ICD10,V643XXA,"Unspecified occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V643XXD,"Unspecified occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V643XXS,"Unspecified occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V644,Person boarding or alighting a heavy transport vehicle injured in collision with heavy transport vehicle or bus while boarding or alighting,0.0,,N,,
DIAG,ICD9,V644,Closed surgical procedure converted to open procedure,0.0,,N,,
DIAG,ICD9,V6441,Laparoscopic surgical procedure converted to open procedure,1.0,,N,,
DIAG,ICD9,V6442,Thoracoscopic surgical procedure converted to open procedure,1.0,,N,,
DIAG,ICD9,V6443,Arthroscopic surgical procedure converted to open procedure,1.0,,N,,
DIAG,ICD10,V644XXA,"Person boarding or alighting a heavy transport vehicle injured in collision with heavy transport vehicle or bus while boarding or alighting, initial encounter",1.0,,N,,
DIAG,ICD10,V644XXD,"Person boarding or alighting a heavy transport vehicle injured in collision with heavy transport vehicle or bus while boarding or alighting, subsequent encounter",1.0,,N,,
DIAG,ICD10,V644XXS,"Person boarding or alighting a heavy transport vehicle injured in collision with heavy transport vehicle or bus while boarding or alighting, sequela",1.0,,N,,
DIAG,ICD10,V645,Driver of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident,0.0,,N,,
DIAG,ICD10,V645XXA,"Driver of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V645XXD,"Driver of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V645XXS,"Driver of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V646,Passenger in heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident,0.0,,N,,
DIAG,ICD10,V646XXA,"Passenger in heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V646XXD,"Passenger in heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V646XXS,"Passenger in heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V647,Person on outside of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident,0.0,,N,,
DIAG,ICD10,V647XXA,"Person on outside of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V647XXD,"Person on outside of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V647XXS,"Person on outside of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V649,Unspecified occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident,0.0,,N,,
DIAG,ICD10,V649XXA,"Unspecified occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V649XXD,"Unspecified occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V649XXS,"Unspecified occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V65,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle,0.0,,N,,
DIAG,ICD9,V65,Other persons seeking consultation,0.0,,N,,
DIAG,ICD10,V650,Driver of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident,0.0,,N,,
DIAG,ICD9,V650,Healthy person accompanying sick person,1.0,,N,,
DIAG,ICD10,V650XXA,"Driver of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V650XXD,"Driver of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V650XXS,"Driver of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V651,Passenger in heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident,0.0,,N,,
DIAG,ICD9,V651,Person consulting on behalf of another person,0.0,,N,,
DIAG,ICD9,V6511,Pediatric pre-birth visit for expectant parent(s),1.0,,N,,
DIAG,ICD9,V6519,Other person consulting on behalf of another person,1.0,,N,,
DIAG,ICD10,V651XXA,"Passenger in heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V651XXD,"Passenger in heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V651XXS,"Passenger in heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V652,Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident,0.0,,N,,
DIAG,ICD9,V652,Person feigning illness,1.0,,N,,
DIAG,ICD10,V652XXA,"Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V652XXD,"Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V652XXS,"Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V653,Unspecified occupant of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident,0.0,,N,,
DIAG,ICD9,V653,Dietary surveillance and counseling,1.0,,N,,
DIAG,ICD10,V653XXA,"Unspecified occupant of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V653XXD,"Unspecified occupant of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V653XXS,"Unspecified occupant of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V654,Person boarding or alighting a heavy transport vehicle injured in collision with railway train or railway vehicle,0.0,,N,,
DIAG,ICD9,V654,Other counseling not elsewhere classified,0.0,,N,,
DIAG,ICD9,V6540,Counseling NOS,1.0,,N,,
DIAG,ICD9,V6541,Exercise counseling,1.0,,N,,
DIAG,ICD9,V6542,Counseling on substance use and abuse,1.0,,N,,
DIAG,ICD9,V6543,Counseling on injury prevention,1.0,,N,,
DIAG,ICD9,V6544,Human immunodeficiency virus (HIV) counseling,1.0,,N,,
DIAG,ICD9,V6545,Counseling on other sexually transmitted diseases,1.0,,N,,
DIAG,ICD9,V6546,Encounter for insulin pump training,1.0,,N,,
DIAG,ICD9,V6549,Other specified counseling,1.0,,N,,
DIAG,ICD10,V654XXA,"Person boarding or alighting a heavy transport vehicle injured in collision with railway train or railway vehicle, initial encounter",1.0,,N,,
DIAG,ICD10,V654XXD,"Person boarding or alighting a heavy transport vehicle injured in collision with railway train or railway vehicle, subsequent encounter",1.0,,N,,
DIAG,ICD10,V654XXS,"Person boarding or alighting a heavy transport vehicle injured in collision with railway train or railway vehicle, sequela",1.0,,N,,
DIAG,ICD10,V655,Driver of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident,0.0,,N,,
DIAG,ICD9,V655,Person with feared complaint in whom no diagnosis was made,1.0,,N,,
DIAG,ICD10,V655XXA,"Driver of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V655XXD,"Driver of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V655XXS,"Driver of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V656,Passenger in heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident,0.0,,N,,
DIAG,ICD10,V656XXA,"Passenger in heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V656XXD,"Passenger in heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V656XXS,"Passenger in heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V657,Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident,0.0,,N,,
DIAG,ICD10,V657XXA,"Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V657XXD,"Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V657XXS,"Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, sequela",1.0,,N,,
DIAG,ICD9,V658,Other reasons for seeking consultation,1.0,,N,,
DIAG,ICD10,V659,Unspecified occupant of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident,0.0,,N,,
DIAG,ICD9,V659,Unspecified reason for consultation,1.0,,N,,
DIAG,ICD10,V659XXA,"Unspecified occupant of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V659XXD,"Unspecified occupant of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V659XXS,"Unspecified occupant of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V66,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle,0.0,,N,,
DIAG,ICD9,V66,Convalescence and palliative care,0.0,,N,,
DIAG,ICD10,V660,Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident,0.0,,N,,
DIAG,ICD9,V660,Convalescence following surgery,1.0,,N,,
DIAG,ICD10,V660XXA,"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V660XXD,"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V660XXS,"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V661,Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident,0.0,,N,,
DIAG,ICD9,V661,Convalescence following radiotherapy,1.0,,N,,
DIAG,ICD10,V661XXA,"Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V661XXD,"Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V661XXS,"Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V662,Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident,0.0,,N,,
DIAG,ICD9,V662,Convalescence following chemotherapy,1.0,,N,,
DIAG,ICD10,V662XXA,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V662XXD,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V662XXS,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V663,Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident,0.0,,N,,
DIAG,ICD9,V663,Convalescence following psychotherapy and other treatment for mental disorder,1.0,,N,,
DIAG,ICD10,V663XXA,"Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V663XXD,"Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V663XXS,"Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, sequela",1.0,,N,,
DIAG,ICD10,V664,Person boarding or alighting a heavy transport vehicle injured in collision with other nonmotor vehicle,0.0,,N,,
DIAG,ICD9,V664,Convalescence following treatment of fracture,1.0,,N,,
DIAG,ICD10,V664XXA,"Person boarding or alighting a heavy transport vehicle injured in collision with other nonmotor vehicle, initial encounter",1.0,,N,,
DIAG,ICD10,V664XXD,"Person boarding or alighting a heavy transport vehicle injured in collision with other nonmotor vehicle, subsequent encounter",1.0,,N,,
DIAG,ICD10,V664XXS,"Person boarding or alighting a heavy transport vehicle injured in collision with other nonmotor vehicle, sequela",1.0,,N,,
DIAG,ICD10,V665,Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident,0.0,,N,,
DIAG,ICD9,V665,Convalescence following other treatment,1.0,,N,,
DIAG,ICD10,V665XXA,"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V665XXD,"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V665XXS,"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V666,Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident,0.0,,N,,
DIAG,ICD9,V666,Convalescence following combined treatment,1.0,,N,,
DIAG,ICD10,V666XXA,"Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V666XXD,"Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V666XXS,"Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V667,Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident,0.0,,N,,
DIAG,ICD9,V667,Encounter for palliative care,1.0,,N,,
DIAG,ICD10,V667XXA,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V667XXD,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V667XXS,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V669,Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident,0.0,,N,,
DIAG,ICD9,V669,Unspecified convalescence,1.0,,N,,
DIAG,ICD10,V669XXA,"Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V669XXD,"Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",1.0,,N,,
DIAG,ICD10,V669XXS,"Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, sequela",1.0,,N,,
DIAG,ICD10,V67,Occupant of heavy transport vehicle injured in collision with fixed or stationary object,0.0,,N,,
DIAG,ICD9,V67,Follow-up examination,0.0,,N,,
DIAG,ICD10,V670,Driver of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident,0.0,,N,,
DIAG,ICD9,V670,Follow-up examination following surgery,0.0,,N,,
DIAG,ICD9,V6700,"Follow-up examination, following surgery, unspecified",1.0,,N,,
DIAG,ICD9,V6701,"Following surgery, follow-up vaginal pap smear",1.0,,N,,
DIAG,ICD9,V6709,"Follow-up examination, following other surgery",1.0,,N,,
DIAG,ICD10,V670XXA,"Driver of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, initial encounter",1.0,,N,,
DIAG,ICD10,V670XXD,"Driver of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter",1.0,,N,,
