code_type,code_version,codes,Description,bill_type,cancer_type,cancer,net,newly_identified
DIAG,ICD10,H04819,Granuloma of unspecified lacrimal passage,1.0,,N,,
DIAG,ICD10,H0489,Other disorders of lacrimal system,1.0,,N,,
DIAG,ICD10,H049,"Disorder of lacrimal system, unspecified",1.0,,N,,
DIAG,ICD10,H05,Disorders of orbit,0.0,,N,,
DIAG,ICD10,H050,Acute inflammation of orbit,0.0,,N,,
DIAG,ICD10,H0500,Unspecified acute inflammation of orbit,1.0,,N,,
DIAG,ICD10,H0501,Cellulitis of orbit,0.0,,N,,
DIAG,ICD10,H05011,Cellulitis of right orbit,1.0,,N,,
DIAG,ICD10,H05012,Cellulitis of left orbit,1.0,,N,,
DIAG,ICD10,H05013,Cellulitis of bilateral orbits,1.0,,N,,
DIAG,ICD10,H05019,Cellulitis of unspecified orbit,1.0,,N,,
DIAG,ICD10,H0502,Osteomyelitis of orbit,0.0,,N,,
DIAG,ICD10,H05021,Osteomyelitis of right orbit,1.0,,N,,
DIAG,ICD10,H05022,Osteomyelitis of left orbit,1.0,,N,,
DIAG,ICD10,H05023,Osteomyelitis of bilateral orbits,1.0,,N,,
DIAG,ICD10,H05029,Osteomyelitis of unspecified orbit,1.0,,N,,
DIAG,ICD10,H0503,Periostitis of orbit,0.0,,N,,
DIAG,ICD10,H05031,Periostitis of right orbit,1.0,,N,,
DIAG,ICD10,H05032,Periostitis of left orbit,1.0,,N,,
DIAG,ICD10,H05033,Periostitis of bilateral orbits,1.0,,N,,
DIAG,ICD10,H05039,Periostitis of unspecified orbit,1.0,,N,,
DIAG,ICD10,H0504,Tenonitis of orbit,0.0,,N,,
DIAG,ICD10,H05041,Tenonitis of right orbit,1.0,,N,,
DIAG,ICD10,H05042,Tenonitis of left orbit,1.0,,N,,
DIAG,ICD10,H05043,Tenonitis of bilateral orbits,1.0,,N,,
DIAG,ICD10,H05049,Tenonitis of unspecified orbit,1.0,,N,,
DIAG,ICD10,H051,Chronic inflammatory disorders of orbit,0.0,,N,,
DIAG,ICD10,H0510,Unspecified chronic inflammatory disorders of orbit,1.0,,N,,
DIAG,ICD10,H0511,Granuloma of orbit,0.0,,N,,
DIAG,ICD10,H05111,Granuloma of right orbit,1.0,,N,,
DIAG,ICD10,H05112,Granuloma of left orbit,1.0,,N,,
DIAG,ICD10,H05113,Granuloma of bilateral orbits,1.0,,N,,
DIAG,ICD10,H05119,Granuloma of unspecified orbit,1.0,,N,,
DIAG,ICD10,H0512,Orbital myositis,0.0,,N,,
DIAG,ICD10,H05121,"Orbital myositis, right orbit",1.0,,N,,
DIAG,ICD10,H05122,"Orbital myositis, left orbit",1.0,,N,,
DIAG,ICD10,H05123,"Orbital myositis, bilateral",1.0,,N,,
DIAG,ICD10,H05129,"Orbital myositis, unspecified orbit",1.0,,N,,
DIAG,ICD10,H052,Exophthalmic conditions,0.0,,N,,
DIAG,ICD10,H0520,Unspecified exophthalmos,1.0,,N,,
DIAG,ICD10,H0521,Displacement (lateral) of globe,0.0,,N,,
DIAG,ICD10,H05211,"Displacement (lateral) of globe, right eye",1.0,,N,,
DIAG,ICD10,H05212,"Displacement (lateral) of globe, left eye",1.0,,N,,
DIAG,ICD10,H05213,"Displacement (lateral) of globe, bilateral",1.0,,N,,
DIAG,ICD10,H05219,"Displacement (lateral) of globe, unspecified eye",1.0,,N,,
DIAG,ICD10,H0522,Edema of orbit,0.0,,N,,
DIAG,ICD10,H05221,Edema of right orbit,1.0,,N,,
DIAG,ICD10,H05222,Edema of left orbit,1.0,,N,,
DIAG,ICD10,H05223,Edema of bilateral orbit,1.0,,N,,
DIAG,ICD10,H05229,Edema of unspecified orbit,1.0,,N,,
DIAG,ICD10,H0523,Hemorrhage of orbit,0.0,,N,,
DIAG,ICD10,H05231,Hemorrhage of right orbit,1.0,,N,,
DIAG,ICD10,H05232,Hemorrhage of left orbit,1.0,,N,,
DIAG,ICD10,H05233,Hemorrhage of bilateral orbit,1.0,,N,,
DIAG,ICD10,H05239,Hemorrhage of unspecified orbit,1.0,,N,,
DIAG,ICD10,H0524,Constant exophthalmos,0.0,,N,,
DIAG,ICD10,H05241,"Constant exophthalmos, right eye",1.0,,N,,
DIAG,ICD10,H05242,"Constant exophthalmos, left eye",1.0,,N,,
DIAG,ICD10,H05243,"Constant exophthalmos, bilateral",1.0,,N,,
DIAG,ICD10,H05249,"Constant exophthalmos, unspecified eye",1.0,,N,,
DIAG,ICD10,H0525,Intermittent exophthalmos,0.0,,N,,
DIAG,ICD10,H05251,"Intermittent exophthalmos, right eye",1.0,,N,,
DIAG,ICD10,H05252,"Intermittent exophthalmos, left eye",1.0,,N,,
DIAG,ICD10,H05253,"Intermittent exophthalmos, bilateral",1.0,,N,,
DIAG,ICD10,H05259,"Intermittent exophthalmos, unspecified eye",1.0,,N,,
DIAG,ICD10,H0526,Pulsating exophthalmos,0.0,,N,,
DIAG,ICD10,H05261,"Pulsating exophthalmos, right eye",1.0,,N,,
DIAG,ICD10,H05262,"Pulsating exophthalmos, left eye",1.0,,N,,
DIAG,ICD10,H05263,"Pulsating exophthalmos, bilateral",1.0,,N,,
DIAG,ICD10,H05269,"Pulsating exophthalmos, unspecified eye",1.0,,N,,
DIAG,ICD10,H053,Deformity of orbit,0.0,,N,,
DIAG,ICD10,H0530,Unspecified deformity of orbit,1.0,,N,,
DIAG,ICD10,H0531,Atrophy of orbit,0.0,,N,,
DIAG,ICD10,H05311,Atrophy of right orbit,1.0,,N,,
DIAG,ICD10,H05312,Atrophy of left orbit,1.0,,N,,
DIAG,ICD10,H05313,Atrophy of bilateral orbit,1.0,,N,,
DIAG,ICD10,H05319,Atrophy of unspecified orbit,1.0,,N,,
DIAG,ICD10,H0532,Deformity of orbit due to bone disease,0.0,,N,,
DIAG,ICD10,H05321,Deformity of right orbit due to bone disease,1.0,,N,,
DIAG,ICD10,H05322,Deformity of left orbit due to bone disease,1.0,,N,,
DIAG,ICD10,H05323,Deformity of bilateral orbits due to bone disease,1.0,,N,,
DIAG,ICD10,H05329,Deformity of unspecified orbit due to bone disease,1.0,,N,,
DIAG,ICD10,H0533,Deformity of orbit due to trauma or surgery,0.0,,N,,
DIAG,ICD10,H05331,Deformity of right orbit due to trauma or surgery,1.0,,N,,
DIAG,ICD10,H05332,Deformity of left orbit due to trauma or surgery,1.0,,N,,
DIAG,ICD10,H05333,Deformity of bilateral orbits due to trauma or surgery,1.0,,N,,
DIAG,ICD10,H05339,Deformity of unspecified orbit due to trauma or surgery,1.0,,N,,
DIAG,ICD10,H0534,Enlargement of orbit,0.0,,N,,
DIAG,ICD10,H05341,Enlargement of right orbit,1.0,,N,,
DIAG,ICD10,H05342,Enlargement of left orbit,1.0,,N,,
DIAG,ICD10,H05343,Enlargement of bilateral orbits,1.0,,N,,
DIAG,ICD10,H05349,Enlargement of unspecified orbit,1.0,,N,,
DIAG,ICD10,H0535,Exostosis of orbit,0.0,,N,,
DIAG,ICD10,H05351,Exostosis of right orbit,1.0,,N,,
DIAG,ICD10,H05352,Exostosis of left orbit,1.0,,N,,
DIAG,ICD10,H05353,Exostosis of bilateral orbits,1.0,,N,,
DIAG,ICD10,H05359,Exostosis of unspecified orbit,1.0,,N,,
DIAG,ICD10,H054,Enophthalmos,0.0,,N,,
DIAG,ICD10,H0540,Unspecified enophthalmos,0.0,,N,,
DIAG,ICD10,H05401,"Unspecified enophthalmos, right eye",1.0,,N,,
DIAG,ICD10,H05402,"Unspecified enophthalmos, left eye",1.0,,N,,
DIAG,ICD10,H05403,"Unspecified enophthalmos, bilateral",1.0,,N,,
DIAG,ICD10,H05409,"Unspecified enophthalmos, unspecified eye",1.0,,N,,
DIAG,ICD10,H0541,Enophthalmos due to atrophy of orbital tissue,0.0,,N,,
DIAG,ICD10,H05411,"Enophthalmos due to atrophy of orbital tissue, right eye",1.0,,N,,
DIAG,ICD10,H05412,"Enophthalmos due to atrophy of orbital tissue, left eye",1.0,,N,,
DIAG,ICD10,H05413,"Enophthalmos due to atrophy of orbital tissue, bilateral",1.0,,N,,
DIAG,ICD10,H05419,"Enophthalmos due to atrophy of orbital tissue, unspecified eye",1.0,,N,,
DIAG,ICD10,H0542,Enophthalmos due to trauma or surgery,0.0,,N,,
DIAG,ICD10,H05421,"Enophthalmos due to trauma or surgery, right eye",1.0,,N,,
DIAG,ICD10,H05422,"Enophthalmos due to trauma or surgery, left eye",1.0,,N,,
DIAG,ICD10,H05423,"Enophthalmos due to trauma or surgery, bilateral",1.0,,N,,
DIAG,ICD10,H05429,"Enophthalmos due to trauma or surgery, unspecified eye",1.0,,N,,
DIAG,ICD10,H055,Retained (old) foreign body following penetrating wound of orbit,0.0,,N,,
DIAG,ICD10,H0550,Retained (old) foreign body following penetrating wound of unspecified orbit,1.0,,N,,
DIAG,ICD10,H0551,Retained (old) foreign body following penetrating wound of right orbit,1.0,,N,,
DIAG,ICD10,H0552,Retained (old) foreign body following penetrating wound of left orbit,1.0,,N,,
DIAG,ICD10,H0553,Retained (old) foreign body following penetrating wound of bilateral orbits,1.0,,N,,
DIAG,ICD10,H058,Other disorders of orbit,0.0,,N,,
DIAG,ICD10,H0581,Cyst of orbit,0.0,,N,,
DIAG,ICD10,H05811,Cyst of right orbit,1.0,,N,,
DIAG,ICD10,H05812,Cyst of left orbit,1.0,,N,,
DIAG,ICD10,H05813,Cyst of bilateral orbits,1.0,,N,,
DIAG,ICD10,H05819,Cyst of unspecified orbit,1.0,,N,,
DIAG,ICD10,H0582,Myopathy of extraocular muscles,0.0,,N,,
DIAG,ICD10,H05821,"Myopathy of extraocular muscles, right orbit",1.0,,N,,
DIAG,ICD10,H05822,"Myopathy of extraocular muscles, left orbit",1.0,,N,,
DIAG,ICD10,H05823,"Myopathy of extraocular muscles, bilateral",1.0,,N,,
DIAG,ICD10,H05829,"Myopathy of extraocular muscles, unspecified orbit",1.0,,N,,
DIAG,ICD10,H05831,"Thyroid orbitopathy, right orbit",,,,,Y
DIAG,ICD10,H05832,"Thyroid orbitopathy, left orbit",,,,,Y
DIAG,ICD10,H05833,"Thyroid orbitopathy, bilateral",,,,,Y
DIAG,ICD10,H05839,"Thyroid orbitopathy, unspecified orbit",,,,,Y
DIAG,ICD10,H0589,Other disorders of orbit,1.0,,N,,
DIAG,ICD10,H059,Unspecified disorder of orbit,1.0,,N,,
DIAG,ICD10,H10,Conjunctivitis,0.0,,N,,
DIAG,ICD10,H100,Mucopurulent conjunctivitis,0.0,,N,,
DIAG,ICD10,H1001,Acute follicular conjunctivitis,0.0,,N,,
DIAG,ICD10,H10011,"Acute follicular conjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10012,"Acute follicular conjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10013,"Acute follicular conjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10019,"Acute follicular conjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1002,Other mucopurulent conjunctivitis,0.0,,N,,
DIAG,ICD10,H10021,"Other mucopurulent conjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10022,"Other mucopurulent conjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10023,"Other mucopurulent conjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10029,"Other mucopurulent conjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H101,Acute atopic conjunctivitis,0.0,,N,,
DIAG,ICD10,H1010,"Acute atopic conjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1011,"Acute atopic conjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H1012,"Acute atopic conjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H1013,"Acute atopic conjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H102,Other acute conjunctivitis,0.0,,N,,
DIAG,ICD10,H1021,Acute toxic conjunctivitis,0.0,,N,,
DIAG,ICD10,H10211,"Acute toxic conjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10212,"Acute toxic conjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10213,"Acute toxic conjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10219,"Acute toxic conjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1022,Pseudomembranous conjunctivitis,0.0,,N,,
DIAG,ICD10,H10221,"Pseudomembranous conjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10222,"Pseudomembranous conjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10223,"Pseudomembranous conjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10229,"Pseudomembranous conjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1023,"Serous conjunctivitis, except viral",0.0,,N,,
DIAG,ICD10,H10231,"Serous conjunctivitis, except viral, right eye",1.0,,N,,
DIAG,ICD10,H10232,"Serous conjunctivitis, except viral, left eye",1.0,,N,,
DIAG,ICD10,H10233,"Serous conjunctivitis, except viral, bilateral",1.0,,N,,
DIAG,ICD10,H10239,"Serous conjunctivitis, except viral, unspecified eye",1.0,,N,,
DIAG,ICD10,H103,Unspecified acute conjunctivitis,0.0,,N,,
DIAG,ICD10,H1030,"Unspecified acute conjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1031,"Unspecified acute conjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H1032,"Unspecified acute conjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H1033,"Unspecified acute conjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H104,Chronic conjunctivitis,0.0,,N,,
DIAG,ICD10,H1040,Unspecified chronic conjunctivitis,0.0,,N,,
DIAG,ICD10,H10401,"Unspecified chronic conjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10402,"Unspecified chronic conjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10403,"Unspecified chronic conjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10409,"Unspecified chronic conjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1041,Chronic giant papillary conjunctivitis,0.0,,N,,
DIAG,ICD10,H10411,"Chronic giant papillary conjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10412,"Chronic giant papillary conjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10413,"Chronic giant papillary conjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10419,"Chronic giant papillary conjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1042,Simple chronic conjunctivitis,0.0,,N,,
DIAG,ICD10,H10421,"Simple chronic conjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10422,"Simple chronic conjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10423,"Simple chronic conjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10429,"Simple chronic conjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1043,Chronic follicular conjunctivitis,0.0,,N,,
DIAG,ICD10,H10431,"Chronic follicular conjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10432,"Chronic follicular conjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10433,"Chronic follicular conjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10439,"Chronic follicular conjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1044,Vernal conjunctivitis,1.0,,N,,
DIAG,ICD10,H1045,Other chronic allergic conjunctivitis,1.0,,N,,
DIAG,ICD10,H105,Blepharoconjunctivitis,0.0,,N,,
DIAG,ICD10,H1050,Unspecified blepharoconjunctivitis,0.0,,N,,
DIAG,ICD10,H10501,"Unspecified blepharoconjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10502,"Unspecified blepharoconjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10503,"Unspecified blepharoconjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10509,"Unspecified blepharoconjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1051,Ligneous conjunctivitis,0.0,,N,,
DIAG,ICD10,H10511,"Ligneous conjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10512,"Ligneous conjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10513,"Ligneous conjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10519,"Ligneous conjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1052,Angular blepharoconjunctivitis,0.0,,N,,
DIAG,ICD10,H10521,"Angular blepharoconjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10522,"Angular blepharoconjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10523,"Angular blepharoconjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10529,"Angular blepharoconjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1053,Contact blepharoconjunctivitis,0.0,,N,,
DIAG,ICD10,H10531,"Contact blepharoconjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10532,"Contact blepharoconjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10533,"Contact blepharoconjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10539,"Contact blepharoconjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H108,Other conjunctivitis,0.0,,N,,
DIAG,ICD10,H1081,Pingueculitis,0.0,,N,,
DIAG,ICD10,H10811,"Pingueculitis, right eye",1.0,,N,,
DIAG,ICD10,H10812,"Pingueculitis, left eye",1.0,,N,,
DIAG,ICD10,H10813,"Pingueculitis, bilateral",1.0,,N,,
DIAG,ICD10,H10819,"Pingueculitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1082,Rosacea conjunctivitis,0.0,,N,,
DIAG,ICD10,H10821,"Rosacea conjunctivitis, right eye",1.0,,N,,
DIAG,ICD10,H10822,"Rosacea conjunctivitis, left eye",1.0,,N,,
DIAG,ICD10,H10823,"Rosacea conjunctivitis, bilateral",1.0,,N,,
DIAG,ICD10,H10829,"Rosacea conjunctivitis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1089,Other conjunctivitis,1.0,,N,,
DIAG,ICD10,H109,Unspecified conjunctivitis,1.0,,N,,
DIAG,ICD10,H11,Other disorders of conjunctiva,0.0,,N,,
DIAG,ICD10,H110,Pterygium of eye,0.0,,N,,
DIAG,ICD10,H1100,Unspecified pterygium of eye,0.0,,N,,
DIAG,ICD10,H11001,Unspecified pterygium of right eye,1.0,,N,,
DIAG,ICD10,H11002,Unspecified pterygium of left eye,1.0,,N,,
DIAG,ICD10,H11003,"Unspecified pterygium of eye, bilateral",1.0,,N,,
DIAG,ICD10,H11009,Unspecified pterygium of unspecified eye,1.0,,N,,
DIAG,ICD10,H1101,Amyloid pterygium,0.0,,N,,
DIAG,ICD10,H11011,Amyloid pterygium of right eye,1.0,,N,,
DIAG,ICD10,H11012,Amyloid pterygium of left eye,1.0,,N,,
DIAG,ICD10,H11013,"Amyloid pterygium of eye, bilateral",1.0,,N,,
DIAG,ICD10,H11019,Amyloid pterygium of unspecified eye,1.0,,N,,
DIAG,ICD10,H1102,Central pterygium of eye,0.0,,N,,
DIAG,ICD10,H11021,Central pterygium of right eye,1.0,,N,,
DIAG,ICD10,H11022,Central pterygium of left eye,1.0,,N,,
DIAG,ICD10,H11023,"Central pterygium of eye, bilateral",1.0,,N,,
DIAG,ICD10,H11029,Central pterygium of unspecified eye,1.0,,N,,
DIAG,ICD10,H1103,Double pterygium of eye,0.0,,N,,
DIAG,ICD10,H11031,Double pterygium of right eye,1.0,,N,,
DIAG,ICD10,H11032,Double pterygium of left eye,1.0,,N,,
DIAG,ICD10,H11033,"Double pterygium of eye, bilateral",1.0,,N,,
DIAG,ICD10,H11039,Double pterygium of unspecified eye,1.0,,N,,
DIAG,ICD10,H1104,"Peripheral pterygium of eye, stationary",0.0,,N,,
DIAG,ICD10,H11041,"Peripheral pterygium, stationary, right eye",1.0,,N,,
DIAG,ICD10,H11042,"Peripheral pterygium, stationary, left eye",1.0,,N,,
DIAG,ICD10,H11043,"Peripheral pterygium, stationary, bilateral",1.0,,N,,
DIAG,ICD10,H11049,"Peripheral pterygium, stationary, unspecified eye",1.0,,N,,
DIAG,ICD10,H1105,"Peripheral pterygium of eye, progressive",0.0,,N,,
DIAG,ICD10,H11051,"Peripheral pterygium, progressive, right eye",1.0,,N,,
DIAG,ICD10,H11052,"Peripheral pterygium, progressive, left eye",1.0,,N,,
DIAG,ICD10,H11053,"Peripheral pterygium, progressive, bilateral",1.0,,N,,
DIAG,ICD10,H11059,"Peripheral pterygium, progressive, unspecified eye",1.0,,N,,
DIAG,ICD10,H1106,Recurrent pterygium of eye,0.0,,N,,
DIAG,ICD10,H11061,Recurrent pterygium of right eye,1.0,,N,,
DIAG,ICD10,H11062,Recurrent pterygium of left eye,1.0,,N,,
DIAG,ICD10,H11063,"Recurrent pterygium of eye, bilateral",1.0,,N,,
DIAG,ICD10,H11069,Recurrent pterygium of unspecified eye,1.0,,N,,
DIAG,ICD10,H111,Conjunctival degenerations and deposits,0.0,,N,,
DIAG,ICD10,H1110,Unspecified conjunctival degenerations,1.0,,N,,
DIAG,ICD10,H1111,Conjunctival deposits,0.0,,N,,
DIAG,ICD10,H11111,"Conjunctival deposits, right eye",1.0,,N,,
DIAG,ICD10,H11112,"Conjunctival deposits, left eye",1.0,,N,,
DIAG,ICD10,H11113,"Conjunctival deposits, bilateral",1.0,,N,,
DIAG,ICD10,H11119,"Conjunctival deposits, unspecified eye",1.0,,N,,
DIAG,ICD10,H1112,Conjunctival concretions,0.0,,N,,
DIAG,ICD10,H11121,"Conjunctival concretions, right eye",1.0,,N,,
DIAG,ICD10,H11122,"Conjunctival concretions, left eye",1.0,,N,,
DIAG,ICD10,H11123,"Conjunctival concretions, bilateral",1.0,,N,,
DIAG,ICD10,H11129,"Conjunctival concretions, unspecified eye",1.0,,N,,
DIAG,ICD10,H1113,Conjunctival pigmentations,0.0,,N,,
DIAG,ICD10,H11131,"Conjunctival pigmentations, right eye",1.0,,N,,
DIAG,ICD10,H11132,"Conjunctival pigmentations, left eye",1.0,,N,,
DIAG,ICD10,H11133,"Conjunctival pigmentations, bilateral",1.0,,N,,
DIAG,ICD10,H11139,"Conjunctival pigmentations, unspecified eye",1.0,,N,,
DIAG,ICD10,H1114,"Conjunctival xerosis, unspecified",0.0,,N,,
DIAG,ICD10,H11141,"Conjunctival xerosis, unspecified, right eye",1.0,,N,,
DIAG,ICD10,H11142,"Conjunctival xerosis, unspecified, left eye",1.0,,N,,
DIAG,ICD10,H11143,"Conjunctival xerosis, unspecified, bilateral",1.0,,N,,
DIAG,ICD10,H11149,"Conjunctival xerosis, unspecified, unspecified eye",1.0,,N,,
DIAG,ICD10,H1115,Pinguecula,0.0,,N,,
DIAG,ICD10,H11151,"Pinguecula, right eye",1.0,,N,,
DIAG,ICD10,H11152,"Pinguecula, left eye",1.0,,N,,
DIAG,ICD10,H11153,"Pinguecula, bilateral",1.0,,N,,
DIAG,ICD10,H11159,"Pinguecula, unspecified eye",1.0,,N,,
DIAG,ICD10,H112,Conjunctival scars,0.0,,N,,
DIAG,ICD10,H1121,Conjunctival adhesions and strands (localized),0.0,,N,,
DIAG,ICD10,H11211,"Conjunctival adhesions and strands (localized), right eye",1.0,,N,,
DIAG,ICD10,H11212,"Conjunctival adhesions and strands (localized), left eye",1.0,,N,,
DIAG,ICD10,H11213,"Conjunctival adhesions and strands (localized), bilateral",1.0,,N,,
DIAG,ICD10,H11219,"Conjunctival adhesions and strands (localized), unspecified eye",1.0,,N,,
DIAG,ICD10,H1122,Conjunctival granuloma,0.0,,N,,
DIAG,ICD10,H11221,"Conjunctival granuloma, right eye",1.0,,N,,
DIAG,ICD10,H11222,"Conjunctival granuloma, left eye",1.0,,N,,
DIAG,ICD10,H11223,"Conjunctival granuloma, bilateral",1.0,,N,,
DIAG,ICD10,H11229,"Conjunctival granuloma, unspecified",1.0,,N,,
DIAG,ICD10,H1123,Symblepharon,0.0,,N,,
DIAG,ICD10,H11231,"Symblepharon, right eye",1.0,,N,,
DIAG,ICD10,H11232,"Symblepharon, left eye",1.0,,N,,
DIAG,ICD10,H11233,"Symblepharon, bilateral",1.0,,N,,
DIAG,ICD10,H11239,"Symblepharon, unspecified eye",1.0,,N,,
DIAG,ICD10,H1124,Scarring of conjunctiva,0.0,,N,,
DIAG,ICD10,H11241,"Scarring of conjunctiva, right eye",1.0,,N,,
DIAG,ICD10,H11242,"Scarring of conjunctiva, left eye",1.0,,N,,
DIAG,ICD10,H11243,"Scarring of conjunctiva, bilateral",1.0,,N,,
DIAG,ICD10,H11249,"Scarring of conjunctiva, unspecified eye",1.0,,N,,
DIAG,ICD10,H113,Conjunctival hemorrhage,0.0,,N,,
DIAG,ICD10,H1130,"Conjunctival hemorrhage, unspecified eye",1.0,,N,,
DIAG,ICD10,H1131,"Conjunctival hemorrhage, right eye",1.0,,N,,
DIAG,ICD10,H1132,"Conjunctival hemorrhage, left eye",1.0,,N,,
DIAG,ICD10,H1133,"Conjunctival hemorrhage, bilateral",1.0,,N,,
DIAG,ICD10,H114,Other conjunctival vascular disorders and cysts,0.0,,N,,
DIAG,ICD10,H1141,Vascular abnormalities of conjunctiva,0.0,,N,,
DIAG,ICD10,H11411,"Vascular abnormalities of conjunctiva, right eye",1.0,,N,,
DIAG,ICD10,H11412,"Vascular abnormalities of conjunctiva, left eye",1.0,,N,,
DIAG,ICD10,H11413,"Vascular abnormalities of conjunctiva, bilateral",1.0,,N,,
DIAG,ICD10,H11419,"Vascular abnormalities of conjunctiva, unspecified eye",1.0,,N,,
DIAG,ICD10,H1142,Conjunctival edema,0.0,,N,,
DIAG,ICD10,H11421,"Conjunctival edema, right eye",1.0,,N,,
DIAG,ICD10,H11422,"Conjunctival edema, left eye",1.0,,N,,
DIAG,ICD10,H11423,"Conjunctival edema, bilateral",1.0,,N,,
DIAG,ICD10,H11429,"Conjunctival edema, unspecified eye",1.0,,N,,
DIAG,ICD10,H1143,Conjunctival hyperemia,0.0,,N,,
DIAG,ICD10,H11431,"Conjunctival hyperemia, right eye",1.0,,N,,
DIAG,ICD10,H11432,"Conjunctival hyperemia, left eye",1.0,,N,,
DIAG,ICD10,H11433,"Conjunctival hyperemia, bilateral",1.0,,N,,
DIAG,ICD10,H11439,"Conjunctival hyperemia, unspecified eye",1.0,,N,,
DIAG,ICD10,H1144,Conjunctival cysts,0.0,,N,,
DIAG,ICD10,H11441,"Conjunctival cysts, right eye",1.0,,N,,
DIAG,ICD10,H11442,"Conjunctival cysts, left eye",1.0,,N,,
DIAG,ICD10,H11443,"Conjunctival cysts, bilateral",1.0,,N,,
DIAG,ICD10,H11449,"Conjunctival cysts, unspecified eye",1.0,,N,,
DIAG,ICD10,H118,Other specified disorders of conjunctiva,0.0,,N,,
DIAG,ICD10,H1181,Pseudopterygium of conjunctiva,0.0,,N,,
DIAG,ICD10,H11811,"Pseudopterygium of conjunctiva, right eye",1.0,,N,,
DIAG,ICD10,H11812,"Pseudopterygium of conjunctiva, left eye",1.0,,N,,
DIAG,ICD10,H11813,"Pseudopterygium of conjunctiva, bilateral",1.0,,N,,
DIAG,ICD10,H11819,"Pseudopterygium of conjunctiva, unspecified eye",1.0,,N,,
DIAG,ICD10,H1182,Conjunctivochalasis,0.0,,N,,
DIAG,ICD10,H11821,"Conjunctivochalasis, right eye",1.0,,N,,
DIAG,ICD10,H11822,"Conjunctivochalasis, left eye",1.0,,N,,
DIAG,ICD10,H11823,"Conjunctivochalasis, bilateral",1.0,,N,,
DIAG,ICD10,H11829,"Conjunctivochalasis, unspecified eye",1.0,,N,,
DIAG,ICD10,H1189,Other specified disorders of conjunctiva,1.0,,N,,
